release_id,event_id,development,human_direction,ai_direction,complete_written_source,human_evidence,ai_evidence,source_urls
2026-W35,9e28b8bb-10e0-4f0c-99d0-5fd0c49d9720,A Generative AI Behind the Genome of a New Virus,mixed,mixed,True,"Researchers describe wider scientific access and possible health benefits, while experts identify concrete biosecurity risks from misuse of generative biology.",The model extends generative capability into whole-genome design and is made accessible; tighter controls are proposed in response.,https://genethique.org/une-ia-generative-a-lorigine-du-genome-dun-nouveau-virus
2026-W35,9ebd7c71-a290-4de4-97f0-ec5ee065042d,"VIDEO - ""We should not wait for a major impact of artificial intelligence on the growth of countries"": Jacques Attali's Minute",unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.lesechos.fr/idees-debats/editos-analyses/video-il-ne-faut-pas-attendre-un-impact-majeur-de-lintelligence-artificielle-sur-la-croissance-des-pays-la-minute-de-jacques-attali-2248805
2026-W35,9ed95a40-ab46-4d76-b701-7cfd031b1133,C3.ai vs. Oracle: Which Artificial Intelligence Stock Is a Better Investment in 2026?,gain,mixed,True,The source describes enterprise task optimization and consumption pricing intended to make C3.ai accessible to smaller customers.,Oracle's AI infrastructure and revenue expand while C3.ai reports declining sales and substantial losses; financial and competitive constraints coexist with product expansion.,https://www.theglobeandmail.com/investing/markets/stocks/AI/pressreleases/4260415/c3ai-vs-oracle-which-artificial-intelligence-stock-is-a-better-investment-in-2026
2026-W35,9fe18eeb-fd47-4eb4-ab2a-c00b61992673,Introducing the AI Model ‘Harness’,gain,mixed,True,"In-house harnesses let teams direct models, protect workflows, switch providers and reduce dependence and token costs.","Harnesses give agents memory, business context, code execution and workflow reach; routers and controls limit which models act and how much they spend.",https://www.wsj.com/cio-journal/introducing-the-ai-model-harness-a638c65b
2026-W35,a016f327-3189-4395-a5c1-3e6b0ad6ab75,AI Model Choice is now a Mission Advantage: Multiple AI models available in AWS GovCloud (US),gain,mixed,True,"Government teams can choose models, benchmark their own requirements, reduce provider dependence and control data and costs.","More model families become deployable in GovCloud; guardrails, customer controls and data-access restrictions bound their operation.",https://aws.amazon.com/blogs/publicsector/ai-model-choice-is-now-a-mission-advantage-multiple-ai-models-available-in-aws-govcloud-us
2026-W35,a0efe330-8ed8-4a67-ab8c-5960ee82c3fb,Commentary: Applying artificial intelligence to fixed income trading,mixed,mixed,True,"The author describes better valuation, less manual reconciliation and more time for judgment, alongside unreliable outputs and poor auditability that can mislead trading decisions or create compliance problems.","RAG and tool access extend models into current trading information; errors, inconsistency, validation stops and structured-output constraints limit autonomous operation.",https://www.fi-desk.com/commentary-applying-artificial-intelligence-to-fixed-income-trading
2026-W35,a32aac7a-55a0-4a04-934e-7645928b64fb,Can municipal candidates use AI in their campaigns?,unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.cbc.ca/news/canada/sudbury/ontario-municipal-elections-2026-ai-artificial-intelligence-political-advertising-9.7323178
2026-W35,a8960241-1c98-46b5-bcd2-3b399874d1d2,The next customer of your site will be... an artificial intelligence,mixed,gain,True,Consumers are promised less search and comparison work; merchants face dependence on agent recommendations and possible exclusion if their systems cannot interact with agents.,"Shopping agents move from suggesting products to planning, selecting and executing transactions across systems.",https://www.journaldunet.com/retail/1554071-le-prochain-client-de-votre-site-sera-une-intelligence-artificielle
2026-W35,a8cec4b6-1473-4f0f-81e8-94bf140ff4dd,"Baolong Industry’s Rise: The AI Wave Approaches, Listed Companies Competing to Take Action",gain,gain,True,"Shared facilities, testing, incubation, talent and coordination services provide concrete resources and access for smaller teams and entrepreneurs.",The park concentrates AI firms and expands physical and organizational infrastructure for applications and commercialization.,http://www.lg.gov.cn/lgbljdb/gkmlpt/content/12/12954/post_12954560.html?jump=true
2026-W35,aa90c16e-14e9-47f0-9e94-54bd3dd561a3,Artificial Intelligence As It Once Was,gain,gain,True,Readers can run archived AI software in browser emulators and experiment with historical programs.,Previously historical AI programs are made operable and accessible through the new archive collection.,https://hackaday.com/2026/08/25/artificial-intelligence-as-it-once-was
2026-W35,ac3d7417-8087-4c84-a2ec-dd1b8768976a,"Artificial Intelligence – part 3: The Hype, the Dangers, and the Resistance",mixed,mixed,True,"The essay recounts claimed coding and professional-work benefits, alongside measured developer slowdown, service outages, unauthorized data access, loss of control and unpredictable costs.","Agent deployment and claimed capabilities expand, but the article also describes low task-completion rates, hallucinations, failures and imposed operational or spending limits.",https://socialistproject.ca/2026/08/artificial-intelligence-part-3
2026-W35,b138984a-ffa5-41c8-9cac-dc409388c86d,"The 2026 Yangtze River First City “Artificial Intelligence +” Innovation and Development Conference was held in Yibin, Sichuan.",gain,gain,True,"Solo entrepreneurs and small teams are offered computing, financing, talent and commercial support through a new incubation community.","Dedicated funds, robotics facilities and AI-firm agreements expand the region's resources and deployment ecosystem.",https://www.stdaily.com/web/gdxw/2026-08/28/content_571304.html
2026-W35,b199dc3b-65a0-4235-a04f-6530a0618d56,Our country has successfully developed nearly 200 key AI standards.,gain,none,True,The ministry reports developing roughly 200 AI standards and conducting ethics-review service practices: an explicit exercise of human governance capacity.,The focal standards update does not identify a particular newly enabled AI capability or a specific imposed operational limit. General manufacturing use is context.,https://www.news.cn/politics/20260826/11d728254adc42aa92d4232068dd5935/c.html
2026-W35,b35eace4-8e33-4b65-9fd7-687cd9d1b78b,Artificial Intelligence: ChatGPT Can't Publish It,unresolved,unresolved,False,"The visible text raises a concrete concern about ads targeted using location, topics and conversation history.","Advertising supplies a revenue mechanism for the AI operator, alongside the stated separation of ads from answers.",https://www.lecanardenchaine.fr/technologie-sciences/54734-chatgpt-n-en-peut-pub
2026-W35,b77af074-24ee-44f9-86d1-718e27aedefb,"Generative ""AI"" Macro Data Shows U.S. Impacts",unresolved,unresolved,False,The page lists questions about economic impacts but supplies no interview answers or transcript.,The listed questions do not establish a positive or negative AI effect.,https://finance.yahoo.com/technology/ai/articles/generative-ai-macro-data-shows-205400328.html
2026-W35,bc5adac5-8703-4c42-9b43-08af379576c7,The artificial intelligence exhibition team showcases its cutting-edge innovation capabilities,gain,gain,True,"The report identifies posture-adapting screens, gesture control, translation, research assistance and access to model platforms and computing resources as specific benefits.","Robots gain social-cue perception, proactive interaction and physical reach; agents perform research tasks and move toward wider commercialization.",https://www.beijing.gov.cn/fuwu/lqfw/gggs/202608/t20260829_4842369.html
2026-W35,bc7b4584-d90a-4faf-85fd-a78e41c167b5,Unlocking the Math Behind Better Decisions,mixed,mixed,True,"Researchers gain cross-field techniques, an open problem repository and more time for abstract work; the researcher cautions that outsourcing all thinking can weaken skill development.","An agent pipeline extracts and attempts mathematical problems at scale; only some attempts succeed, and human review plus an AI-free workday limit reliance and operation.",https://www.chicagobooth.edu/research/center-for-applied-artificial-intelligence/stories/2026/unlocking-the-math-behind-better-decisions
2026-W35,bfd5a0e6-d61a-4a97-a6dd-cf8e559f6e50,"Ningxia: Artificial intelligence enters the transportation sector, creating new opportunities for the integration of technology and intelligence",gain,gain,True,Transport teams gain shared data and risk-warning tools; motorists are offered simpler travel and staged card-free passage services.,"AI is deployed in road inspection, bridge monitoring, emergency scheduling and infrastructure management.",https://www.stdaily.com/web/gdxw/2026-08/29/content_571954.html
2026-W35,c32b8f67-a885-4975-8aa5-e713940b0e67,Promote the integrated development of artificial intelligence and service consumption,mixed,mixed,True,"The source describes personalized service and care opportunities, alongside unmet consumer expectations and privacy tensions; privacy-preserving shared infrastructure is proposed.","Applications expand across services, but immature interaction capabilities and disconnected data constrain model training and deployment.",https://www.qstheory.cn/20260829/d41dce21a52e4b18a58254d3222e7db8/c.html
2026-W35,c3c34bc9-e3ba-48c1-9705-752c123aee9e,"Warren Buffett's Successor, Greg Abel, Keeps Buying This Incredible Artificial Intelligence (AI) Stock That Buffett Also Loved",none,gain,True,"The focal article establishes an investment and company growth, but no separate human capability, rights or control effect from AI.",Alphabet increases AI computing infrastructure and rents capacity through Google Cloud; the source reports strong cloud revenue and operating-income growth.,https://www.theglobeandmail.com/investing/markets/stocks/GOOG/pressreleases/4343251/warren-buffetts-successor-greg-abel-keeps-buying-this-incredible-artificial-intelligence-ai-stock-that-buffett-also-loved
2026-W35,c4dbc459-149a-495f-8ba4-008a8058849f,Raddison Hotel Group Launches Hospitality Industry-Leading Artificial Intelligence(AI)-Powered Real-Time Price Matching Technology,gain,gain,True,Guests obtain eligible lower rates without manual claims; hotel staff avoid handling claims and gain pricing visibility.,"The system automatically detects, verifies and applies price matches across the hotel group's properties and booking channels.",https://lhmagazine.co.uk/raddison-hotel-group-launches-hospitality-industry-leading-artificial-intelligenceai-powered-real-time-price-matching-technology
2026-W35,cc124c80-f0d0-4f65-b45d-dd37942aef88,"Haidian, this artificial intelligence company, allows domestic AI computing power to be used as needed!",gain,gain,True,"Developers and enterprise teams receive a free driver, simpler evaluation and unified management of fragmented compute resources.",Dynamic allocation lets the same NPU hardware support additional training and inference workloads and extends the open-source ecosystem.,https://www.ncsti.gov.cn/kjdt/yqdy/yqdt/202608/t20260825_254354.html
2026-W35,cf64f370-2129-4f56-b669-c0d0350f1146,"Artificial intelligence is increasingly present in European offices, but with gains in productivity.",gain,gain,True,"Workers report time savings, especially in programming and analysis. Gains are uneven across tasks; non-use and weak gains are not evidence of human harm.",Reported workplace AI use rises from 26% to 52% in the surveyed population.,https://www.boursorama.com/actualite-economique/actualites/l-intelligence-artificielle-de-plus-en-plus-presente-dans-les-bureaux-europeens-mais-avec-des-gains-de-productivite-inegaux-selon-la-banque-centrale-europeenne-3652605067eb713c99bf57470c7a6d64
2026-W35,d2378fa6-c423-47f7-86ce-5230db95819f,FDA digital health leader promises generative AI regulatory guidance is coming,unresolved,unresolved,False,"The accessible introduction promises broad and specialist regulatory clarity, but omits the substantive guidance and effects.",Preparing guidance does not by itself establish AI expansion or an imposed restriction.,https://www.statnews.com/2026/08/24/fda-rick-abramson-generative-ai-guidances-are-coming
2026-W35,d6852802-925f-4a23-89f2-f52ca8ee2e0e,AI policy watch: need-to-know updates from August 2026,unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.worldtrademarkreview.com/article/ai-policy-watch-need-know-updates-august-2026
2026-W35,d6ca4c57-8f70-450b-a93f-37c26e2b5a1c,Regulating Agentic Artificial Intelligence,mixed,mixed,True,"Agents can reduce routine transaction and legal-information burdens, but hidden incentives or attacks can redirect decisions; revocable authorization and accountability would restore user control.","Agents gain multi-step action and transaction capabilities, while proposed scope limits, records and law-following designs constrain autonomy.",https://www.theregreview.org/2026/08/29/seminar-regulating-agentic-artificial-intelligence
2026-W35,dd952d35-cc40-411c-8591-6554d99277b0,"Prediction: If Artificial Intelligence (AI) Leads to Unprecedented Economic Growth, These 2 S&P 500 Stocks Are Once-in-a-Decade Buying Opportunities Right Now",gain,gain,True,The article's explicit optimistic scenario links AI-driven economic growth to increased income and spending; agents would conduct transactions for people and organizations.,"Visa and Mastercard create platforms enabling autonomous AI payments, extending agents' operative reach.",https://www.theglobeandmail.com/investing/markets/stocks/MA/pressreleases/4343830/prediction-if-artificial-intelligence-ai-leads-to-unprecedented-economic-growth-these-2-sp-500-stocks-are-once-in-a-decade-buying-opportunities-right-now
2026-W35,ddffdcda-b6bf-4957-9831-8ce95fb05e75,"After Losing More Than $1 Trillion in Market Cap, This Artificial Intelligence (AI) Stock Will Become the Most Valuable Business in the World, According to Elon Musk",loss,mixed,True,The author identifies concentrated founder voting control and volatile drawdowns as constraints and risks for outside investors.,"SpaceX integrates xAI, models and computing ambitions, but AI infrastructure consumes cash and orbital computing remains commercially unproven.",https://www.theglobeandmail.com/investing/markets/stocks/NDAQ/pressreleases/4310850/after-losing-more-than-1-trillion-in-market-cap-this-artificial-intelligence-ai-stock-will-become-the-most-valuable-business-in-the-world-according-to-elon-musk
2026-W35,e1866f35-a7c0-4ec3-940f-fe2dd155a512,University of Alberta Study Finds 87% of Canadian Musicians View Generative AI ‘Negatively’,mixed,mixed,True,"Musicians report devaluation, livelihood pressures and unconsented use of identity or recordings. The same article describes consent, attribution, compensation and registration initiatives intended to restore creators’ agency.","AI music and training resources spread, while consent and rights-management mechanisms constrain authorized use and ongoing legal action seeks further limits.",https://ca.billboard.com/business/tech/canadian-musicians-generative-ai-study
2026-W35,e3ec7e9d-9a52-4151-89f9-c0c54c89b2dc,Australia Bans Generative A.I. From Official Music Charts,unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.nytimes.com/2026/08/25/world/australia/australia-ai-music-chart-ban.html
2026-W35,e563c6d1-3a01-4d7f-97ea-1b92559e1853,Trump’s AI Model Executive Order Poses First Amendment Questions,mixed,mixed,True,"The article discusses researchers' ability to share and study models, possible burdens on expression from approval gates, and security threats from powerful publicly released capabilities.","The order enables voluntary early access and innovation, while access and deployment controls are discussed as potential constraints; a compulsory publication gate is explicitly not created by this order.",https://news.bloomberglaw.com/legal-exchange-insights-and-commentary/trumps-ai-model-executive-order-poses-first-amendment-questions
2026-W35,e76ed7b0-1150-47fd-8853-2299c271b948,What role does Artificial Intelligence play in golf?,gain,gain,True,Golf-club engineers say AI lets them examine thousands of configurations in hours instead of weeks and optimize for different player needs.,AI is integrated into product design and performs large-scale configuration analysis.,https://www.nationalclubgolfer.com/club/features/the-rise-of-ai-what-role-does-artificial-intelligence-play-in-golf
2026-W35,e832909f-b43d-4646-8f89-b635eb5851ea,Break through the pain points in the integration of “artificial intelligence + manufacturing”,gain,mixed,True,Manufacturing examples report improved inspection accuracy and doubled efficiency; proposals target smaller firms’ access to compute and transformation support.,"Industrial AI adoption is growing, while incompatible data, model fit, software dependence and scarce skills constrain integration.",http://paper.ce.cn/pad/content/202608/25/content_337817.html
2026-W35,e8f1cb55-715e-4863-a2e6-e68bfb707026,The Pope says states struggle to control the concentration of artificial intelligence,mixed,mixed,True,"The Pope warns of lost public control, machine decisions over human lives and poorer countries' dependence, while advocating expert-supported ethical governance.",AI capabilities and concentrated operator power expand; stronger ethical and public controls are called for.,https://en.mercopress.com/2026/08/28/the-pope-says-states-struggle-to-control-the-concentration-of-artificial-intelligence
2026-W35,e9664542-5c26-4611-85e2-21e94b6cbabd,Artificial intelligence can democratize access to knowledge while deepening a new social divide,unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.liberation.fr/idees-et-debats/tribunes/lintelligence-artificielle-peut-democratiser-lacces-au-savoir-tout-en-creusant-une-nouvelle-fracture-sociale-20260825_HBOCA4AKCRCO7IN4IWDUQSDWVI
2026-W35,ea450577-ad19-48e8-a02a-48270b40ee30,From War Booty to War Learning: The Legal Status of Captured Military Artificial Intelligence,mixed,gain,True,The analysis describes the capturing state's acquisition of military knowledge and capability and the prior holder's loss of that resource and control.,"Captured models can be retrained, adapted and integrated into new systems, extending their capabilities and operational settings.",https://lieber.westpoint.edu/war-booty-war-learning-legal-status-captured-military-artificial-intelligence
2026-W35,ec4a1e10-c825-4879-a1c6-050951d71477,School IB psychology class: Use of artificial intelligence for mental health splits opinion,mixed,gain,True,"The worksheet presents chatbots as aids to reflection and mental-health conversation, while explicitly relaying research concerns about unsafe therapist replacement and excessive validation of users’ beliefs. The enabling code describes that represented use, not proven therapeutic efficacy.","The worksheet describes increased chatbot use in mental-health conversations, including a cited 64% usage figure for 25–34-year-olds. It does not establish an actual ban or operational reduction.",https://www.ft.com/content/97097198-88ca-44ff-989f-8588fec9be97
2026-W35,ed6bf134-8dc7-4bd2-b578-72333277d67a,Report: AI model hub Hugging Face exploring sale at $13B valuation,none,gain,True,"The focal development is an exploratory sale of the model hub. It identifies no resulting change in developers’ access, control or work.",The operator seeks a substantially higher valuation and has broadened its distribution and robotics business; the sale remains exploratory.,https://siliconangle.com/2026/08/23/report-ai-model-hub-hugging-face-exploring-sale-at-13b-valuation
2026-W35,f9c0c2c3-fd2b-40bb-9525-94c2909a3588,"2 Premier Artificial Intelligence (AI) Stocks That Can Plunge Up to 63%, According to Select Wall Street Analysts",mixed,mixed,True,Palantir's tools support government mission planning; the article also specifies possible investor losses from overvaluation and unfulfilled AI promises.,"Palantir's capabilities and business expand, while Tesla's repeatedly unfulfilled autonomy milestones limit the claimed progress.",https://www.theglobeandmail.com/investing/markets/stocks/PLTR/pressreleases/4309564/2-premier-artificial-intelligence-ai-stocks-that-can-plunge-up-to-63-according-to-select-wall-street-analysts
2026-W35,faeac2bd-3bc2-4d29-88da-cf5a41acc662,The High-Level Digital & Artificial Intelligence Policy Leaders Forum,unresolved,unresolved,False,No article body or adequate transcript was available for a defensible human-axis judgment.,No article body or adequate transcript was available for a defensible AI-axis judgment.,https://www.undp.org/arab-states/events/high-level-digital-artificial-intelligence-policy-leaders-forum
2026-W35,fb7e6caf-1500-40aa-810d-c1702c407904,Thomson Reuters launches proprietary AI model for legal work,gain,gain,True,"Legal teams gain high-volume document review, administrators retain model choice, and professional experts direct model training and evaluation.","Thomson gains legal knowledge, tool use and deployment within CoCounsel; internal tests claim competitive domain performance.",https://siliconangle.com/2026/08/24/thomson-reuters-launches-proprietary-ai-model-for-legal-work
2026-W35,fc16e022-51ac-4e71-b263-00c4b3c7be07,[China News Network] The aerospace vertical large model “Hua Shan” health management module has completed on-orbit testing and validation.,gain,gain,True,Autonomous satellite diagnostics reduce telemetry bandwidth pressure and support ground operators’ fault response; lower constellation operating costs are anticipated.,"Huashan completes on-orbit training, prediction, risk warning and health assessment in an autonomous loop, extending AI operation beyond ground inference.",https://www.cas.cn/cm/202608/t20260826_5119058.shtml
2026-W35,fd6d4d29-b7b7-4a92-ac71-8ca32de98186,Ministry of Industry and Information Technology: Explore new models for cultivating applications of artificial intelligence,gain,gain,True,"The fuller of two sources describes lower-cost industry solutions, access through open communities, practical service applications and proposed safety protections.","The report describes growth in computing capacity, model downloads, application penetration and robots used in multiple sectors.",https://www.news.cn/20260826/c5b36f438ad14733b0f6d698f7f8e9e9/c.html | https://www.news.cn/20260826/5b2dcccd8db9406ab9f766cd24fe9744/c.html
